Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time
2.01403E+12,329090,524340,-3.099397,54.60924,3,3,2,2,04/02/2014,3,12:30
2.01403E+12,352720,492100,-2.728416,54.322287,3,3,2,1,02/02/2014,1,13:25
2.01403E+12,346190,478220,-2.826304,54.196907,3,3,1,1,01/02/2014,7,02:39
2.01403E+12,319620,470920,-3.231535,54.127831,3,3,1,1,05/02/2014,4,20:02
2.01403E+12,322890,474170,-3.182338,54.157536,3,3,1,1,05/02/2014,4,08:35
2.01403E+12,348490,559850,-2.805383,54.93068,3,3,3,1,03/02/2014,2,16:50
2.01403E+12,340710,555040,-2.925787,54.886596,3,3,1,1,03/02/2014,2,11:11
2.01403E+12,338890,557680,-2.954715,54.910097,3,3,2,1,04/02/2014,3,16:30
2.01403E+12,301350,515450,-3.525757,54.524713,3,3,2,1,05/02/2014,4,07:30
2.01403E+12,298670,511090,-3.56565,54.485015,3,3,2,2,04/02/2014,3,20:05
2.01403E+12,315230,484680,-3.302577,54.250762,3,3,1,1,31/01/2014,6,14:04
2.01403E+12,329600,524520,-3.091545,54.610928,3,3,1,1,06/02/2014,5,18:51
2.01403E+12,302760,514570,-3.503689,54.51708,3,3,3,1,06/02/2014,5,01:09
2.01403E+12,303420,535820,-3.500505,54.708113,3,3,1,1,23/01/2014,5,15:30
2.01403E+12,300380,528610,-3.545207,54.642749,3,3,1,1,25/01/2014,7,12:22
2.01403E+12,356690,511520,-2.670224,54.49716,3,2,1,2,14/01/2014,3,21:28
2.01403E+12,302020,515060,-3.515279,54.521339,3,3,2,1,04/02/2014,3,14:40
2.01403E+12,300210,512960,-3.542521,54.50212,3,1,2,3,08/02/2014,7,09:36
2.01403E+12,312050,530710,-3.365064,54.663787,3,3,1,1,06/02/2014,5,10:30
2.01403E+12,315240,536230,-3.317227,54.713928,3,3,2,2,08/02/2014,7,01:06
2.01403E+12,321420,469740,-3.203689,54.117507,3,3,1,1,07/02/2014,6,18:30
2.01403E+12,318390,468680,-3.249747,54.10751,3,3,2,1,07/02/2014,6,19:58
2.01403E+12,343390,553190,-2.883651,54.870284,3,3,2,1,09/02/2014,1,16:19
2.01403E+12,375520,515790,-2.379851,54.536796,3,3,3,1,27/01/2014,2,08:59
2.01403E+12,320920,470700,-3.211589,54.126056,3,3,2,1,10/02/2014,2,20:04
2.01403E+12,352010,491320,-2.739206,54.315211,3,3,1,1,10/02/2014,2,15:30
2.01403E+12,341850,555900,-2.908192,54.894457,3,3,3,3,07/02/2014,6,15:00
2.01403E+12,339120,559460,-2.951506,54.926119,3,3,2,1,07/02/2014,6,13:36
2.01403E+12,298360,520690,-3.573748,54.571196,3,3,2,4,12/02/2014,4,08:38
2.01403E+12,359360,508250,-2.628551,54.467995,3,3,2,1,08/02/2014,7,20:20
2.01403E+12,340870,499020,-2.911959,54.383234,3,3,1,1,08/02/2014,7,22:05
2.01403E+12,339560,559050,-2.944555,54.922489,3,3,2,1,10/02/2014,2,13:15
2.01403E+12,342070,555220,-2.904625,54.888373,3,3,1,1,11/02/2014,3,06:11
2.01403E+12,300990,532360,-3.537029,54.676557,3,3,4,10,10/02/2014,2,18:05
2.01403E+12,352010,493140,-2.739499,54.331567,3,3,1,1,11/02/2014,3,12:40
2.01403E+12,365730,542300,-2.534266,54.774457,3,3,2,4,11/02/2014,3,17:45
2.01403E+12,371330,546270,-2.447608,54.810485,3,2,1,1,11/02/2014,3,22:15
2.01403E+12,318950,469650,-3.241444,54.116314,3,3,2,2,13/02/2014,5,09:00
2.01403E+12,311620,529480,-3.371356,54.652661,3,3,2,3,29/01/2014,4,15:04
2.01403E+12,340270,555690,-2.93278,54.892384,3,3,1,1,01/02/2014,7,20:40
2.01403E+12,334530,551420,-3.021287,54.853298,3,3,3,1,04/02/2014,3,18:15
2.01403E+12,351710,563290,-2.755716,54.961913,3,3,1,1,11/02/2014,3,21:26
2.01403E+12,321520,470710,-3.202412,54.126238,3,3,2,2,10/02/2014,2,15:00
2.01403E+12,319190,469430,-3.237714,54.114375,3,3,1,1,14/02/2014,6,19:04
2.01403E+12,335080,562220,-3.01516,54.950408,3,3,1,1,13/02/2014,5,07:50
2.01403E+12,338220,475720,-2.947937,54.173541,3,3,2,1,06/02/2014,5,10:15
2.01403E+12,300240,531270,-3.548284,54.666617,3,3,4,3,14/02/2014,6,16:17
2.01403E+12,306920,530130,-3.444385,54.657655,3,3,1,1,15/02/2014,7,10:55
2.01403E+12,336520,556250,-2.991361,54.896953,3,3,1,1,14/02/2014,6,22:00
2.01403E+12,299910,529810,-3.552898,54.653436,3,3,2,1,12/02/2014,4,22:40
2.01403E+12,360590,492260,-2.607447,54.324395,3,3,1,1,15/02/2014,7,14:50
2.01403E+12,327630,476080,-3.110226,54.17539,3,3,1,1,10/02/2014,2,08:30
2.01403E+12,328580,478390,-3.096224,54.196281,3,3,2,1,16/02/2014,1,12:57
2.01403E+12,320790,470900,-3.21363,54.127833,3,3,2,1,17/02/2014,2,08:19
2.01403E+12,342280,554640,-2.901236,54.883186,3,3,2,1,14/02/2014,6,12:30
2.01403E+12,351440,528600,-2.754106,54.650168,3,3,1,1,14/02/2014,6,15:45
2.01403E+12,301920,515090,-3.516833,54.52159,3,3,2,2,14/02/2014,6,15:45
2.01403E+12,304500,518560,-3.478114,54.553258,3,3,2,3,15/02/2014,7,13:40
2.01403E+12,297970,518890,-3.579153,54.554947,3,3,2,1,15/02/2014,7,19:11
2.01403E+12,300730,511580,-3.534029,54.489824,3,3,2,1,16/02/2014,1,11:47
2.01403E+12,358720,525220,-2.64081,54.620444,3,2,1,1,16/02/2014,1,12:25
2.01403E+12,336580,552990,-2.989707,54.867669,3,3,3,2,19/02/2014,4,11:15
2.01403E+12,301070,510760,-3.528508,54.482524,3,3,2,1,18/02/2014,3,18:00
2.01403E+12,298890,516990,-3.56428,54.538063,3,3,2,1,18/02/2014,3,16:30
2.01403E+12,306850,530120,-3.445467,54.657552,3,3,5,2,18/02/2014,3,12:50
2.01403E+12,322330,526870,-3.204707,54.630976,3,3,1,1,19/02/2014,4,12:20
2.01403E+12,338990,555740,-2.952744,54.892678,3,3,4,1,19/02/2014,4,09:00
2.01403E+12,299610,527880,-3.556883,54.636038,3,3,1,1,14/02/2014,6,09:18
2.01403E+12,341870,555910,-2.907882,54.894549,3,3,2,1,17/02/2014,2,14:01
2.01403E+12,328610,478460,-3.095781,54.196914,3,3,2,2,22/02/2014,7,21:35
2.01403E+12,340280,496920,-2.92062,54.364294,3,3,1,1,23/02/2014,1,23:50
2.01403E+12,317750,485400,-3.264108,54.257643,3,2,2,1,20/02/2014,5,13:45
2.01403E+12,303640,536670,-3.497373,54.715791,3,3,2,4,23/02/2014,1,00:05
2.01403E+12,303700,517680,-3.49019,54.5452,3,3,1,1,17/02/2014,2,16:05
2.01403E+12,300020,527500,-3.550403,54.632706,3,3,2,1,12/02/2014,4,13:10
2.01403E+12,336720,556200,-2.988232,54.896529,3,3,1,2,19/02/2014,4,18:25
2.01403E+12,320790,470900,-3.21363,54.127833,3,3,2,1,24/02/2014,2,13:49
2.01403E+12,300530,528680,-3.542907,54.643407,3,2,1,1,24/02/2014,2,19:00
2.01403E+12,302770,519140,-3.505045,54.558138,3,3,1,1,25/02/2014,3,15:20
2.01403E+12,359810,528500,-2.624382,54.650007,3,3,2,2,21/02/2014,6,19:18
2.01403E+12,369040,519860,-2.480426,54.573016,3,3,1,1,23/02/2014,1,20:25
2.01403E+12,351510,492250,-2.747042,54.323521,3,3,2,1,26/02/2014,4,07:21
2.01403E+12,323350,474470,-3.175372,54.160301,3,3,1,2,30/01/2014,5,10:30
2.01403E+12,319770,468200,-3.228517,54.103414,3,3,1,1,26/02/2014,4,08:49
2.01403E+12,352000,529880,-2.745638,54.661724,3,3,3,5,24/02/2014,2,12:12
2.01403E+12,351420,528620,-2.754419,54.650346,3,3,1,1,27/02/2014,5,09:31
2.01403E+12,353340,541160,-2.726677,54.763212,3,3,1,4,27/02/2014,5,15:40
2.01403E+12,351900,491130,-2.740866,54.313493,3,3,1,1,15/02/2014,7,08:05
2.01403E+12,350430,491490,-2.763519,54.316588,3,3,2,1,27/02/2014,5,12:51
2.01403E+12,353280,487050,-2.719016,54.276956,3,3,2,2,01/03/2014,7,12:00
2.01403E+12,298990,528260,-3.566616,54.639328,3,3,2,1,28/02/2014,6,16:05
2.01403E+12,307730,530510,-3.431954,54.661217,3,3,1,1,01/03/2014,7,05:48
2.01403E+12,337930,568650,-2.972064,55.008545,3,3,3,1,18/02/2014,3,16:45
2.01403E+12,344160,536530,-2.868439,54.72067,3,3,2,1,25/02/2014,3,14:15
2.01403E+12,300930,527850,-3.53643,54.636029,3,3,2,1,28/02/2014,6,09:41
2.01403E+12,331220,520000,-3.065407,54.570538,3,3,2,1,03/03/2014,2,16:50
2.01403E+12,316560,543430,-3.298812,54.778837,3,3,1,1,03/03/2014,2,15:20
2.01403E+12,325600,548110,-3.159499,54.822309,3,3,1,1,01/03/2014,7,16:05
2.01403E+12,364450,524580,-2.551998,54.61513,3,3,1,1,27/02/2014,5,08:49
2.01403E+12,298100,519450,-3.577338,54.560004,3,3,1,1,04/03/2014,3,08:33
2.01403E+12,337310,553650,-2.978478,54.873691,3,3,2,1,04/03/2014,3,08:10
2.01403E+12,338890,555550,-2.954263,54.890959,3,3,2,1,13/01/2014,2,12:45
2.01403E+12,356700,488150,-2.666656,54.287143,3,2,2,1,23/02/2014,1,11:14
2.01403E+12,352060,493270,-2.738751,54.33274,3,3,1,1,28/02/2014,6,00:01
2.01403E+12,321040,474110,-3.210646,54.156716,3,3,3,3,28/02/2014,6,13:48
2.01403E+12,338940,555900,-2.953558,54.89411,3,2,1,1,03/03/2014,2,14:44
2.01403E+12,303780,536680,-3.495204,54.715908,3,3,2,1,05/03/2014,4,09:45
2.01403E+12,320800,470900,-3.213477,54.127835,3,3,2,1,04/03/2014,3,17:20
2.01403E+12,320390,470170,-3.219557,54.121212,3,3,2,3,05/03/2014,4,13:26
2.01403E+12,311360,554400,-3.382999,54.876499,3,3,2,1,27/02/2014,5,19:08
2.01403E+12,352800,497640,-2.728066,54.37208,3,3,1,1,26/02/2014,4,20:50
2.01403E+12,334630,506210,-3.00961,54.447078,3,3,1,1,26/02/2014,4,15:00
2.01403E+12,298680,515720,-3.567087,54.526611,3,3,2,1,05/03/2014,4,09:24
2.01403E+12,302580,521430,-3.508741,54.578675,3,3,1,1,09/03/2014,1,16:30
2.01403E+12,335910,503600,-2.989308,54.423789,3,3,2,1,07/02/2014,6,16:20
2.01403E+12,331370,501410,-3.058762,54.403517,3,3,1,1,10/03/2014,2,11:30
2.01403E+12,343330,495590,-2.873432,54.352691,3,3,1,1,07/03/2014,6,17:20
2.01403E+12,350650,489950,-2.759883,54.30277,3,3,1,2,06/03/2014,5,17:25
2.01403E+12,345510,478680,-2.836809,54.200968,3,3,2,1,06/03/2014,5,17:24
2.01403E+12,339990,557460,-2.937514,54.908254,3,3,3,2,09/03/2014,1,13:30
2.01403E+12,346680,559920,-2.833639,54.931119,3,3,3,1,10/03/2014,2,11:38
2.01403E+12,340060,495880,-2.923795,54.354923,3,3,2,1,05/03/2014,4,18:34
2.01403E+12,339070,555900,-2.951531,54.894126,3,3,2,1,21/02/2014,6,09:24
2.01403E+12,302030,507680,-3.512675,54.45504,3,2,3,2,10/03/2014,2,09:38
2.01403E+12,347140,528220,-2.820672,54.64632,3,3,2,1,11/03/2014,3,15:40
2.01403E+12,351920,559470,-2.751796,54.927608,3,3,1,1,09/03/2014,1,20:54
2.01403E+12,339610,556020,-2.943138,54.89527,3,3,2,2,28/02/2014,6,22:15
2.01403E+12,340110,557240,-2.935597,54.906292,3,3,1,1,12/03/2014,4,05:53
2.01403E+12,299680,528860,-3.556135,54.644856,3,3,1,1,16/03/2014,1,04:00
2.01403E+12,302250,534100,-3.51808,54.692435,3,3,1,2,16/03/2014,1,21:51
2.01403E+12,328040,550070,-3.122018,54.840276,3,3,2,3,15/03/2014,7,17:59
2.01403E+12,345690,495150,-2.837045,54.348995,3,2,1,1,14/03/2014,6,23:40
2.01403E+12,320070,473570,-3.225353,54.151713,3,2,2,1,12/03/2014,4,07:40
2.01403E+12,320480,486830,-3.222591,54.270924,3,1,2,1,05/03/2014,4,13:30
2.01403E+12,320690,468840,-3.214618,54.109307,3,3,2,1,14/03/2014,6,17:05
2.01403E+12,350210,496000,-2.767656,54.357095,3,3,2,1,15/03/2014,7,17:10
2.01403E+12,351710,529950,-2.750145,54.662325,3,3,1,1,16/03/2014,1,19:15
2.01403E+12,340000,557080,-2.937279,54.904841,3,3,2,1,14/03/2014,6,17:58
2.01403E+12,337120,553470,-2.981399,54.87205,3,3,2,1,14/03/2014,6,08:05
2.01403E+12,337770,554330,-2.971458,54.879858,3,3,2,1,12/03/2014,4,14:25
2.01403E+12,345540,553240,-2.850162,54.870972,3,3,1,1,13/03/2014,5,10:55
2.01403E+12,343590,554140,-2.880721,54.878843,3,3,2,2,12/03/2014,4,03:50
2.01403E+12,339300,564510,-2.949767,54.971516,3,3,2,1,10/03/2014,2,12:40
2.01403E+12,318890,545530,-3.263184,54.798087,3,3,1,1,15/02/2014,7,06:18
2.01403E+12,322290,475220,-3.191796,54.166881,3,3,1,1,03/03/2014,2,01:50
2.01403E+12,353260,482300,-2.718581,54.234267,3,3,2,1,12/03/2014,4,18:40
2.01403E+12,353820,482880,-2.710079,54.23953,3,3,2,1,17/03/2014,2,21:30
2.01403E+12,327700,477760,-3.109558,54.190496,3,2,3,2,28/02/2014,6,15:31
2.01403E+12,345680,563240,-2.849872,54.960842,3,3,2,1,15/03/2014,7,12:15
2.01403E+12,343220,550130,-2.885697,54.842769,3,3,1,1,17/03/2014,2,06:19
2.01403E+12,318880,545530,-3.263339,54.798085,3,3,1,1,17/03/2014,2,08:10
2.01403E+12,297400,518090,-3.587683,54.547645,3,3,1,1,14/03/2014,6,13:35
2.01403E+12,298330,520640,-3.574194,54.570741,3,3,2,1,14/03/2014,6,12:40
2.01403E+12,329100,478140,-3.088196,54.194107,3,3,2,1,19/03/2014,4,17:50
2.01403E+12,303810,536550,-3.494695,54.714746,3,2,4,4,15/03/2014,7,12:15
2.01403E+12,304350,520190,-3.480963,54.567873,3,3,1,1,17/03/2014,2,19:35
2.01403E+12,347400,530610,-2.817074,54.667824,3,3,2,1,11/03/2014,3,13:45
2.01403E+12,385200,514480,-2.230182,54.5254,3,3,1,1,20/03/2014,5,12:17
2.01403E+12,339660,555330,-2.942214,54.889076,3,3,2,1,16/03/2014,1,13:49
2.01403E+12,308430,538840,-3.423724,54.736182,3,3,3,6,28/02/2014,6,22:50
2.01403E+12,351700,492840,-2.744217,54.328841,3,3,1,1,21/03/2014,6,08:25
2.01403E+12,354220,501090,-2.706742,54.403214,3,3,1,1,21/03/2014,6,08:00
2.01403E+12,355310,504490,-2.690465,54.433865,3,3,1,1,22/03/2014,7,07:30
2.01403E+12,319990,469740,-3.225561,54.117286,3,3,2,2,23/03/2014,1,16:20
2.01403E+12,321160,472200,-3.208309,54.139572,3,2,2,1,18/03/2014,3,09:55
2.01403E+12,340440,477370,-2.91426,54.188631,3,3,2,1,21/03/2014,6,09:05
2.01403E+12,319970,469720,-3.225862,54.117103,3,3,2,2,08/03/2014,7,15:00
2.01403E+12,299820,528060,-3.553692,54.637697,3,3,2,1,20/03/2014,5,08:20
2.01403E+12,298800,521120,-3.567093,54.575147,3,3,2,1,22/03/2014,7,14:05
2.01403E+12,338630,560230,-2.959315,54.932978,3,3,2,1,21/03/2014,6,08:10
2.01403E+12,333010,566700,-3.048523,54.990386,3,3,2,1,20/03/2014,5,14:10
2.01403E+12,348300,555040,-2.807482,54.88744,3,3,2,2,21/03/2014,6,13:29
2.01403E+12,303580,524950,-3.494433,54.61049,3,3,1,1,21/03/2014,6,11:00
2.01403E+12,341570,478300,-2.897126,54.197119,3,2,3,1,20/03/2014,5,13:30
2.01403E+12,338570,505340,-2.948678,54.439753,3,3,2,2,31/01/2014,6,12:14
2.01403E+12,324310,469380,-3.159395,54.114706,3,3,3,1,22/03/2014,7,11:35
2.01403E+12,298290,517190,-3.573619,54.539739,3,3,3,3,22/03/2014,7,12:20
2.01403E+12,319470,469550,-3.233464,54.115497,3,2,2,1,24/03/2014,2,13:50
2.01403E+12,319940,469000,-3.22613,54.110629,3,3,1,1,25/03/2014,3,16:05
2.01403E+12,343310,547080,-2.883697,54.815373,3,2,1,1,26/03/2014,4,13:10
2.01403E+12,340340,554850,-2.931515,54.884844,3,3,2,1,25/03/2014,3,20:20
2.01403E+12,299100,517300,-3.561142,54.540889,3,3,2,1,25/03/2014,3,16:51
2.01403E+12,361710,563890,-2.599628,54.968175,3,2,2,1,03/03/2014,2,16:10
2.01403E+12,339670,558430,-2.942708,54.916931,3,3,2,1,21/03/2014,6,14:26
2.01403E+12,339860,557880,-2.93963,54.912012,3,3,1,1,23/03/2014,1,01:19
2.01403E+12,334980,565320,-3.017425,54.978248,3,2,5,4,22/03/2014,7,06:45
2.01403E+12,316700,530240,-3.292859,54.660355,3,1,2,2,30/03/2014,1,12:56
2.01403E+12,332460,550600,-3.053332,54.845654,3,3,4,3,28/03/2014,6,12:17
2.01403E+12,319090,469160,-3.239171,54.111933,3,2,2,1,30/03/2014,1,15:50
2.01403E+12,352870,478150,-2.723911,54.196936,3,3,1,1,26/03/2014,4,00:59
2.01403E+12,328880,472310,-3.090189,54.141688,3,3,2,2,26/03/2014,4,19:30
2.01403E+12,327630,477690,-3.110614,54.189857,3,3,2,1,20/03/2014,5,13:21
